ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
3908,3908,Delmar,"38552 Sussex Hwy, Unit 101",,Delmar,DE,19940,302-846-0618
3909,3909, FastCare Sandbox,5800 W. Layton Ave,,Greenfield,WI,53220,262-532-3067
3910,3910,Urgent Care Express - Inwood,4803 Gerrardstown Road,,Inwood,WV,25428,Visits cannot be scheduled online right now.
3911,3911,ConvenientMD LLC Brunswick,193 Bath Rd,,Brunswick,ME,04011,207-424-2272
3912,3912,ConvenientMD LLC Plainville,86 Taunton St,,Plainville,MA,02762,(508) 928-5211
3913,3913,(TEST) Banner Urgent Care - Bethany Home &amp; 67th Ave,6702 W. Bethany Home Rd Ste 13-15,,Glendale,AZ,85303,623-465-6345
3914,3914,UnityPoint Pediatric Urgent Care,855 A Avenue NE,Suite 300,Cedar Rapids,IA,52402,319-368-9300
3915,3915,Taylorville Family Medicine,"7700 Highway 69 S, Ste C",,Tuscaloosa,AL,35405,(205) 349-1040
3916,3916,Telehealth NW,2850 SE Powell Valley Road,Suite 100,Gresham,OR,97080,555-555-5555
3917,3917,Texas Urgent Care and Imaging Center,17516 US Highway 59 South,Suite 100,New Caney,TX,77357,832-855-3080
3918,3918,Banner University Medical Center – South,2800 E Ajo Way,,Tucson,AZ,85713,Visits cannot be scheduled online right now.
3919,3919,Rapides Urgent Care - Alexandria,3800 Jackson St. Extension,,Alexandria,LA,71301,(318) 767-9015
3920,3920,Rapides Urgent Care - Pineville,2389 Hwy 28 East,,Pineville,LA,71360,(318) 487-1925
3921,3921,Rapides Urgent Care - Alexandria-Coliseum,6515 Coliseum Blvd.,,Alexandria,LA,71303,(318) 442-9634
3922,3922,DEACTIVATED MPG NAPLES 8TH PT,400 8TH ST N,,Naples,FL,34102,Visits cannot be scheduled online right now.
3923,3923,DEACTIVATED MPG IMAGING NAPLES 12TH ST N ,88 12TH ST N,,Naples,FL,34102,Visits cannot be scheduled online right now.
3924,3924,Urgent Care - Piedmont Plaza,1920 West First Street,,Winston-Salem,NC,27104,336-716-4479
3925,3925,Erlanger Express Care - Market,"325 Market Street, Suite 102",,Chattanooga,TN,37402,(423) 541-5122
3926,3926,Erlanger Express Care - Gunbarrel,"1635 Gunbarrel Road, Suite 110",,Chattanooga,TN,37421,(423) 541-5102
3927,3927,Erlanger Express Care - Soddy Daisy,9448 Dayton Pike,,Soddy Daisy,TN,37379,(423) 541-5143
3928,3928,Deaconess Clinic Express Mount Vernon ,813 E 4th Street,,Mt. Vernon,IN,47620,812-450-1325
3929,3929,In &amp; Out Urgent Care - Covington/Madisonville,13130 Hwy 1085,Suite 100,Covington,LA,70433,985-809-8690
3930,3930,WellNow Urgent Care - Cheektowaga,3450 Union Rd,,,,,716-395-2043
3931,3931,WellNow Urgent Care -Clay,3840 State Route 31,,,,,315-715-6319
3932,3932,STAT MED - Dublin,7667 Amador Valley Blvd,Suite 100,Dublin,CA,94568,925-828-9211
3933,3933,Elizabeth Lake Urgent Care,2446 Elizabeth Lake Road,,Waterford,MI,48328,Visits cannot be scheduled online right now.
3934,3934,Fairview - Workers Comp,22262 NE Glisan Street,,Gresham,OR,97030,503-489-2024
3935,3935,Lowcountry Urgent Care(Robert Smalls Pkwy),272 Robert Smalls Pkwy #320,,Beaufort,SC,29906,843-256-8876
3936,3936,DEACTIVATED MPG COLLIER COUNTY NORTH,1735 SW Health Pkwy,,Naples,FL,34109,Visits cannot be scheduled online right now.
3937,3937,IHA Urgent Care Howell,202 West Highland Road,,Howell,MI,48843,517-338-9084
3938,3938,LCMC Health Urgent Care - Covington,70340 Highway 21,,Covington,LA,70433,985.888.1117
3939,3939,LCMC Health Urgent Care - Algiers,3801 General DeGaulle Drive,,New Orleans,LA,70114,504.362.2829
3940,3940,LCMC Health Urgent Care - Clearview,1105 S. Clearview Parkway,,New Orleans,LA,70121,504.676.5550
3941,3941,LCMC Health Urgent Care - Gretna,2600 Belle Chasse Highway,Suite B-2,Gretna,LA,70056,504.349.2273
3942,3942,LCMC Health Urgent Care - Lakeview,826 Harrison Avenue,Suite A,New Orleans,LA,70124,504.309.7108
3943,3943,LCMC Health Urgent Care - Marrero,4945 Lapalco Blvd,Suite 200,Marrero,LA,70072,504.301.2825
3944,3944,Adventist Health Sonora - Health Pavilion,900 Mono Way,,Sonora,CA,95370,209-536-6905
3945,3945,PromptMed Urgent Care - Antioch,420 E. IL Route 173,Suite 101,Antioch,IL,60002,847-652-9700
3946,3946,PromptMed Urgent Care - Waukegan/Gurnee,724 N. Green Bay Rd,,Waukegan,IL,60085,847-901-8400
3947,3947,Carson City Urgent Care,1201 S. Carson Street,,Carson City,NV,89701,775-445-7330
3948,3948,UnityPoint Clinic - Express,209 N Cummings Lane ,,Washington,IL,61571,309-643-6185
3949,3949,Dayton Urgent Care,901 Medical Center Drive,,Dayton,NV,89403,(775) 445-7210
3950,3950,Walmart Clinic - Market Street,3200 Market Street,,Carson City,NV,89706,(775) 445-7220
3951,3951,Walmart Clinic - Topsy Lane,3770 Topsy Lane,,Carson City,NV,89705,(775) 445-7220
3952,3952,Walmart Clinic - Grant Street,1511 Grant Street,,Gardnerville,NV,89410,(775) 445-7220
3953,3953,Minden Emergent Care,925 Ironwood Drive,,Minden,NV,89423,Visits cannot be scheduled online right now.
3954,3954,HCA Training Environment,"1567 Main St., Suite 100",,Buda,TX,78610,512-201-2149
3955,3955,Lyon Township,30488 Milford Road,,New Hudson,MI,48165,248-437-4625
3956,3956,High Lakes Shevlin Park - Pediatrics,2175 NW Shevlin Park Road,,Bend,OR,97703,541-389-7741
3957,3957,Emergency Department,1600 Medical Parkway,,Carson City,NV,89703,Visits cannot be scheduled online right now.
3958,3958,Junction City Urgent Care,1102 St. Marys Rd,,Junction City,KS,66441,(785) 579-4300
3959,3959,Lakeside Urgent Care,44472 Hayes Road,,Clinton Township,MI,48038,(586) 412-0890
3960,3960,Oxford Urgent Care,72 S. Washington Street,,Oxford,MI,48371,(248) 236-8333
3961,3961,Rochester Urgent Care,215 East Auburn Road,,Rochester Hills,MI,48307,(248) 853-2009
3962,3962,Royal Urgent Care,4080 Crooks Road,,Royal Oak,MI,48073,(248) 280-1080
3963,3963,Telegraph Urgent Care,2510 South Telegraph Road,,Bloomfield Hills,MI,48302,(248) 454-0442
3964,3964,Washington Urgent Care,57850 Van Dyke Ave.,,Washington,MI,48094,(586) 935-4000
3965,3965,ConvenientMD LLC Quincy,"479 Washington Street, Suite 2",,Quincy,MA,02169,617-237-3000
3966,3966,ConvenientMD LLC Bellingham,245 Hartford Ave,,Bellingham,MA,02019,774-295-4355
3967,3967,First Care - Virtual Visit Test Site - Tristan Davis,"4560 Trousdale Drive, Suite 100",,Nashville,TN,37204,555-555-5555
3968,3968,Northwell Health - Division of Allergy &amp; Immunology - Kiosk,865 Northern Blvd,Suite 101,Great,NY,11021,516-622-5070
3969,3969,DEACTIVATED Alton ClearChoiceMD Urgent Care,24 Homestead Place,,Alton,NH,03809,Visits cannot be scheduled online right now. Patients are still encouraged to walk in to the center.
3970,3970,Saint John Emergency Room,3550 S 4th Street,,Leavenworth,KS,66048,913-680-6100
3971,3971,Providence Medical Center,8929 Parallel Parkway,,Kansas City,KS,66112,(913) 596-4180
3972,3972,Palmerton Health Center,135 Lafayette Ave,,Palmerton,PA,18071,484-822-5320
3973,3973,Deb's Sandbox,101 S Phillips Ave,300,Sioux Falls,SD,57104,(877) 697-4696
3974,3974,UrgentVet - Westchase,12950 Race Track Road,,Tampa,FL,33626,813-328-3288
3975,3975,Greenfield,1317 N State Street,,,,,(317) 967-2167
3976,3976,Shepherdsville,340 Highway 44 E,,Shepherdsville,KY,40165,(502) 215-8422
3977,3977,Deb's Sandbox,(877) 697-4696,,,,,
3978,3978,,,,,,,
3979,3979,,,,,,,
3980,3980,Medac Corporate Health,4402 Shipyard Blvd,,Wilmington,NC,28403,(910) 452-7000
3981,3981,ExpressCare - Forest Hill,2006 Rock Spring Road,,Forest Hill,MD,21050,‭(443) 708-5062
3982,3982,Waterford Urgent Care,4400 Highland Road,,Waterford,MI,48328,800-555-1212
3983,3983,Sheboygan FastCare®,"924 N. Taylor Dr, Sheboygan, WI 53081",,Sheboygan,WI,53081,(920) 395-7210
3984,3984,Lake Orion Urgent Care,1375 S Lapeer Road,,Lake Orion,MI,48360,800-555-1212
3985,3985,Urgent Care of Auburn,West Garden Street,STE 105,Auburn,NY,13021,(315) 252-0000
3986,3986,Val's Sandbox,100 Piedmont Rd,,,,,800-729-1363
3987,3987,Mercy Health Urgent Care - Rockford,6050 Northland Drive,,Rockford,MI,49341,616-685-7961
3988,3988,Mercy Health Urgent Care - General Campus,1700 Oak Avenue,,Muskegon,MI,49444,800-555-1212
3989,3989,St. Joseph Medical Center,1000 Carondelet Dr.,,Kansas City,MO,64114,(816)942-4400
3990,3990,Fairfax Family Practice Walk-In Clinic at Fair Oaks,3650 Joseph Siewick Drive Suite 101,,Fairfax,VA,22033,(703) 391-2020
3991,3991,AFC Urgent Care - Cary,101 Maynard Crossing Ct,,Cary,NC,27513,(919) 336-1385
3992,3992,Lekha's Sandbox,100 Piedmont Rd,,,,,800-729-1363
3993,3993,Rancho Santa Margarita (Applied Medical employees),29472 Avenida de las Banderas,,Rancho Santa Margarita,CA,92688,(949) 459-9968
3994,3994,MPG LAB LEHIGH ACRES ,60 WESTMINSTER ST N ,STE C,LEHIGH ACRES,FL,33936,806-553-3637
3995,3995,MPG LAB WIC CC PKWY STE 2,1708 Cape Coral Pkwy W. ,STE 2,Cape Coral,FL,33914,239-333-3333
3996,3996,Urgent Care of Colorado,9116 W Bowles Avenue,Suite 3A,Littleton,CO,80123,303-904-2600
3997,3997,Brighton ,8273 Grand River Ave Suite 140,,Brighton,MI,48114,(810) 588-6610
3998,3998,Livonia,29531 Plymouth Road,,Livonia,MI,48150,(734) 525-7939
3999,3999,Novi,27204 Beck Road,,Novi,MI,48374,(248) 513-3719
4000,4000,Southfield,29169 Southfield Road,,Southfield,MI,48076,(248) 569-0820
4001,4001,West Bloomfield,"7125 Orchard Lake Rd, Suite 100",,West Bloomfield,MI,48322,(248) 865-7444
4002,4002,South Lyon,22990 Pontiac Trail,,South Lyon,MI,48178,248-437-4625
4003,4003,AFC Urgent Care - Brentwood,2341 South Brentwood Blvd,,St. Louis,MO,63144,314-731-6265
4004,4004,BELL REPUBLIC CLINIC,174 WILLOW DR,,,,,Visits cannot be scheduled online right now.
4005,4005,AFC Urgent Care - Newark,5763 Stevenson Blvd,,Newark,CA,94560,510-656-5700
4006,4006,BELL MEDICAL FAMILY PRACTICE,901 LAKESHORE DR,,,,,Visits cannot be scheduled online right now.
4007,4007,Sparrow Laboratory Clinton,805 S Oakland St,,St. Johns,MI,48879,Visits cannot be scheduled online right now.
4008,4008,Sinai Hospital ED,2401 W Belvedere Ave,,Baltimore,MD,21215,Visits cannot be scheduled online right now.
4009,4009,Total Urgent Care,314 Hwy 3162,,Cut Off,LA,70345,(985) 632-1820
4010,4010,DEACTIVATED Mercy Health Urgent Care – Hudsonville,Hudsonville 3925 32nd Ave,,Hudsonville,MI,49426,Visits cannot be scheduled online right now.
4011,4011,DEACTIVATED  Mercy Health Urgent Care- General Campus,1700 Oak Avenue,,Muskegon,MI,49444,Visits cannot be scheduled online right now.
4012,4012, Mercy Health Urgent Care - Lakes Village,6401 Prairie Street,,,,,231-724-7800
4013,4013,Mercy Health Urgent Care – Ludington,5656 W US 10,, Ludington ,MI,49431,800-555-1212
4014,4014,Mercy Health Urgent Care – Whitehall,"905 E Colby Street, Suite 120 ",,Whitehall ,MI,49461,800-555-1212
4015,4015,Mercy Health Urgent Care - Sherman,1670 E. Sherman Blvd,,Muskegon ,MI,49444,800-555-1212
4016,4016,DEACTIVATED MPG VALRICO LITHIA CENTER,2237 Lithia Center Lane,,Valrico,FL,33596,Visits cannot be scheduled online right now.
4017,4017,DEACTIVATED MPG SUN CITY DEL WEBB BLVD E,953 DEL WEBB BLVD,,SUN CITY CENTER,FL,33573,Visits cannot be scheduled online right now.
4018,4018,Ryan's Training Site - DT/RPR,111 Main St.,,Charlotte,NC,99999,888-888-8888
4019,4019,DEACTIVATED MPG FM 6120 WINKLER RD,6120 WINKLER RD SUITE E,,FORT MYERS,FL,33919,Visits cannot be scheduled online right now.
4020,4020,DEACTIVATED MPG NAPLES 800 GOODLETTE DIAZ/FERBER,800 Goodlette Rd Suite 200,,Naples,FL,34102,Visits cannot be scheduled online right now.
4021,4021,DEACTIVATED BayCare Outpatient Imaging Big Bend ,10141 Big Bend Road,,Riverview,FL,33578,Visits cannot be scheduled online right now.
4022,4022,BayCare Labs at St. Joseph's Hospital - Pediatric,3003 W. MLK Jr. Blvd 3rd Floor,,Tampa,FL,33607,Visits cannot be scheduled online right now.
4023,4023,OH003 - Sunbury Urgent Care,101 W Cherry St Unit D,,,,,740-965-8305
4024,4024,Bothell,"9924 NE 185th Street, Suite 215",,Bothell,WA,98011,425-595-3830
4025,4025,Urgent Care Armuchee,4159 Martha Berry Hwy. NW,,Rome,GA,30165,706.292.3030
4026,4026,Urgent Care Calhoun,251 Ga. Highway 53,,Calhoun,GA,30701,706.625.4410
4027,4027,Urgent Care Cedartown,1025 North Main Street,,Cedartown,GA,30125,770.748.0076
4028,4028,Urgent Care Rockmart,1650 Chattahoochee Drive,,Rockmart,GA,30153,770.684.6100
4029,4029,Urgent Care Summerville,11766 Highway 27,,Summerville,GA,30747,706.857.1010
4030,4030,DEACTIVATED McLaren Greater Lansing,401 West Greenlawn,,Lansing,MI,48910,Visits cannot be scheduled online right now.
4031,4031,Lake After Hours - Denham Springs - South,8249 Vincent Rd.,,Denham Springs,LA,70726,(225) 480-1210
4032,4032,Lake After Hours - Brusly,4463 Hwy 1 South,,Brusly,LA,70767,(225) 771-8012
4033,4033,Lake After Hours - Central,8751 Sullivan Rd.,,Baton Rouge,LA,70818,(225) 262-8377
4034,4034,Lake After Hours - Coursey,13686 Coursey Blvd.,,Baton Rouge,LA,70817,(225) 246-8000
4035,4035,Lake After Hours - Denham Springs,31985 LA Hwy 16,,Denham Springs,LA,70726,(225) 791-8800
4036,4036,Lake After Hours - Hammond,42205 Veterans Ave.,,Hammond,LA,70403,(985) 375-9979
4037,4037,Lake After Hours - Perkins,12525 Perkins Rd.,,Baton Rouge,LA,70810,(225) 819-8857
4038,4038,Lake After Hours - Drusilla,3333 Drusilla Lane,,Baton Rouge,LA,70809,(225) 924-3906
4039,4039,Lake After Hours - Highland,123 Lee Drive,,Baton Rouge,LA,70808,(225) 302-5757
4040,4040,,,,,,,
4041,4041,Lake After Hours - O’Neal ,2380 O’Neal Lane,Suite A,Baton Rouge,LA,70816,(225) 756-0780
4042,4042,Lake After Hours - Zachary,18989 Old Scenic Hwy,,Zachary,LA,70791,(225) 654-8850
4043,4043,Lake After Hours - Walker,29373 Walker South Rd.,,Walker,LA,70785,(225) 831-8833
4044,4044,,,,,,,
4045,4045,York Hospital in Berwick,4 Dana Drive,,,,,207-698-6700
4046,4046,[Duplicate] York Walk-in Care,343 US Route 1,,,,,(207) 351-2600
4047,4047,York Hospital in Kennebunk,2 Independence Dr,,,,,207-467-8074
4048,4048,York Hospital in Sanford,1474 Main St,,,,,207-608-8425
4049,4049,Lake Urgent Care - Ascension - Hwy 73,14350 Hwy 73,,Prairieville,LA,70769,(225) 313-3930
4050,4050,Lake Urgent Care -Gonzales,1776 N Airline Hwy ,Suite A,Gonzales,LA,70737,(225) 647-4988
4051,4051,Lake Urgent Care - St. Amant,10714 Hwy 431,,St. Amant,LA,70774,(225) 644-0005
4052,4052,Lake Urgent Care - Galvez,40546 LA Highway 42,,Prairieville,LA,70769,(225) 744-4988
4053,4053,DEACTIVATED MPG JAX BEACH,1351 13th Ave S,,Jacksonville Beach,FL,32250,Visits cannot be scheduled online right now.
4054,4054,DEACTIVATED Midwest Express - Dyer,875 Joliet Street,,Dyer,IN,46311,Visits cannot be scheduled online right now.
4055,4055,DEACTIVATED Midwest Express-Merrillville,5043 East 81st Avenue,,Merrillville,IN,46410,Visits cannot be scheduled online right now.
4056,4056,Mercy Health Urgent Care - Hudsonville,3925 32nd Avenue,,Hudsonville,MI,49426,616-685-1530
4057,4057,MedCheck Urgent Care Fishers,8890 E 116th Street,Suite 130,Fishers,IN,46038,317-621-7030
4058,4058,AFC Urgent Care - Oregon City,397 Warner Milne Rd,,Oregon City,OR,97045,503-305-6262
4059,4059,Northwell Health Labs at Long Beach,Patient Service Center,"303 East Park Ave, Suite D",Long Beach,NY,11561,516-600-9799
4060,4060,Waynesboro Urgent Care,201 Lew Dewitt Blvd,Suite A,Waynesboro,VA,22980,540-245-7940
4061,4061,The Urgent Care - Mid City,"231 North Carrollton Ave, Ste B",,New Orleans,LA,70119,
4062,4062,DEACTIVATED Hackensack Meridian Urgent Care - Lanoka Harbor,420 U.S. 9,,Lanoka Harbor,NJ,08734,
4063,4063,Hackensack Meridian Urgent Care - Neptune City,2040 Route 33,,Neptune City,NJ,07753,732-455-5800
4064,4064,Quail Springs,16325 N May Avenue,,Edmond,OK,73013,405-920-3901
4065,4065,North Edmond,1380 W Covell Rd,Suite #132, Edmond,OK,73003,405-400-9442
4066,4066,UnityPoint Clinic Urgent Care - Waverly,101 Cedar River Parkway,Suite 101,Waverly,IA,50677,319-232-2281
4067,4067,DEACTIVATED MPG FM 14350 METROPOLIS AVE STE 2,14350 Metropolis Ave Suite 2,,Fort Myers,FL,33912,Visits cannot be scheduled online right now.
4068,4068,Ellisville,1326 Clarkson Clayton Center,,Ellisville,MO,63011,314-293-4410
4069,4069,Cottleville,6167 Mid Rivers Mall Drive,,St. Peters,MO,63304,636-364-4990
4070,4070,Oakville,5640-C Telegraph Road,,St. Louis,MO,63129,314-293-4413
4071,4071,Berewick,4815 Berewick Town Center,(Suite C&amp;D),Charlotte,NC,28278,(980) 337-4652
4072,4072,Steele Creek,13129 S Tryon St,Ste 120,Charlotte,NC,28278,(980) 337-4662
4073,4073,West Sunshine,311 W Sunshine St.,,Springfield,MO,65807,(417) 986-0452
4074,4074,Cheshire,1008 S Main St.,,Cheshire,CT,06410,(475) 244-6051
4075,4075,Pearl District – Injury Clinic,1244 NW Marshall Street,,Portland,OR,97209,(971) 232-8620
4076,4076,Hackensack Meridian Urgent Care – Forked River,701 Route 9,,Forked River,NJ,08731,609-250-4110
4077,4077,Chesterfield Orthopedics Walk-In,30795 23 Mile Road,,Chesterfield Township,MI,48047,800-555-1212
4078,4078,Henry Ford Walk In Clinic - Woodhaven,22505 Allen Road,,Woodhaven,MI,48183,734-671-6217
4079,4079,FastMed Telemed Instance - Carolinas,935 Shotwell Rd.,,Clayton,NC,27520,520-576-5104
4080,4080,FastMed Telemed Instance - Arizona,9060 W. Via Linda,Suite 250,Scottsdale,AZ,85258,520-576-5104
4081,4081,McLaren Greater Lansing Emergency Department,401 West Greenlawn,,Lansing,MI,48910,517-975-6000
4082,4082,TLC Walk-In Clinic,7900 NW 23rd Street,,Bethany,OK,73008,405-470-3232
4083,4083,Bath Laboratory Service Center,108 Centre Street,,Bath,ME,04530,(207) 373-6550
4084,4084,Parkview Laboratory Service Center,329 Main Street North Entrance,,Brunswick,ME,04011,(207) 373-6550
4085,4085,Topsham Laboratory Service Center,One Wellness Way,,Topsham,ME,04086,(207) 373-6550
4086,4086,ClearChoiceMD Urgent Care - Alton,24 Homestead Pl,,Alton,NH,03809,603-822-4713
4087,4087,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4088,4088,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4089,4089,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4090,4090,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4091,4091,,,,,,,
4092,4092,Interface RPR Clinic,123 Any Street,,Sioux Falls,SD,57105,(605) 555-5555
4093,4093,,,,,,,
4094,4094,,,,,,,
4095,4095,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4096,4096,,,,,,,
4097,4097,,,,,,,
4098,4098,BetterMed Regency Square,1380 N Parham Road,,Henrico,VA,23239,804-821-0010
4099,4099,BetterMed Chester,11380 Iron Creek Road ,,Chester,VA,23831,804-823-9260
4100,4100,DEACTIVATED Midwest Express- River Forest,7343 Lake St,,River Forest,IL,60305,Visits cannot be scheduled online right now.
4101,4101,DEACTIVATED Midwest Express Skokie,9735 Skolie Blvd,,Skokie,IL,60077,Visits cannot be scheduled online right now.
4102,4102,Partners' Demo Clinic,384 Northyards Boulevard,Suite 400,Atlanta,GA,30318,(800) 729-1363
4103,4103,FastCare,3360 Tittabawassee Road,,Saginaw,MI,48604,(989) 583-0310
4104,4104,Mid Coast Hospital Sandbox,22 Station Avenue,,Brunswick,ME,04011,(207) 406-7500
4105,4105,DocuTAP PCP Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
4106,4106,Crozet Convenient Care,540 Radford Lane,Suite 250,Charlottesville,VA,24401,434-823-7896
4107,4107,Staunton Urgent Care,851 Statler Blvd,,Staunton,VA,24401,540-245-7470
4108,4108,Stuarts Draft Urgent Care,2570 Stuarts Draft Hwy,Suite 100,Stuarts Draft,VA,24477,540-245-7880
4109,4109,Weyers Cave Urgent Care,1140 Keezletown Road,,Weyers Cave,VA,24486,540-453-0040
4110,4110,Rea Farms Urgent Care,11115 Golf Links Drive,Suite B,Charlotte,NC,28277,704-667-0080
4111,4111,University City Urgent Care,9325 J.W. Clay Blvd,Suite 221,Charlotte,NC,28262,704-863-9050
4112,4112,Pendleton Urgent Care,2450 SW Perkins Avenue,,Pendleton,OR,97801,541-966-6638
4113,4113,Xpress Urgent Care - Tustin,17612 East 17th Street,,,,,714-243-5450
4114,4114,Kevon's Sandbox,327 Edgewood Ave,,Atlanta,GA,30303,(404) 377-9087
4115,4115,NasonCare,2233 Northwoods Blvd,,North Charleston,SC,29406,843-773-9903
4116,4116,Erlanger Express Care - Ringgold,6982 Nashville Street,,Ringgold,GA,30736,(706) 841-4100
4117,4117,MEDcare - North Charleston,8720 Dorchester Road,,North Charleston,SC,29420,843-552-3629
